boolQ_sae
Batch,Val Accuracy,Val CI Lower,Val CI Upper,Test Accuracy,Test CI Lower,Test CI Upper
30,0.62,0.55,0.685,0.58,0.48,0.67
40,0.64,0.575,0.705,0.59,0.49975,0.69
50,0.675,0.605,0.74,0.66,0.57,0.75
60,0.72,0.66,0.78,0.71,0.62,0.8
70,0.755,0.695,0.810125,0.75,0.66,0.83
80,0.815,0.765,0.865,0.77,0.69,0.85
90,0.82,0.765,0.87,0.8,0.72,0.87
100,0.825,0.774875,0.88,0.81,0.73,0.89
110,0.865,0.815,0.91,0.86,0.79,0.92
120,0.87,0.825,0.915,0.83,0.75975,0.9
130,0.88,0.835,0.925,0.9,0.84,0.95
140,0.875,0.825,0.92,0.88,0.81,0.94
150,0.845,0.79,0.895,0.85,0.78,0.92
160,0.865,0.82,0.905,0.88,0.81975,0.94
170,0.885,0.835,0.93,0.87,0.8,0.93
180,0.88,0.84,0.925,0.88,0.81,0.94
190,0.885,0.84,0.925,0.89,0.82,0.95
200,0.88,0.835,0.92,0.84,0.76,0.9
210,0.885,0.84,0.925,0.88,0.82,0.94
220,0.875,0.825,0.92,0.86,0.78,0.92

sst2_aave
Batch,Val Accuracy,Val CI Lower,Val CI Upper,Test Accuracy,Test CI Lower,Test CI Upper
10,0.8592964824120602,0.8090452261306532,0.9045226130653267,0.8979591836734694,0.826530612244898,0.9489795918367347
20,0.8341708542713567,0.7788944723618091,0.8844221105527639,0.8571428571428571,0.7857142857142857,0.9285714285714286
30,0.864321608040201,0.8090452261306532,0.9095477386934674,0.8877551020408163,0.826530612244898,0.9387755102040817
40,0.8592964824120602,0.8140703517587939,0.9045226130653267,0.8775510204081632,0.8061224489795918,0.9387755102040817
50,0.8944723618090452,0.8492462311557789,0.9346733668341709,0.8673469387755102,0.8061224489795918,0.9285714285714286
60,0.8542713567839196,0.7989949748743719,0.8994974874371859,0.8877551020408163,0.8163265306122449,0.9489795918367347
70,0.8894472361809045,0.8442211055276382,0.9296482412060302,0.8877551020408163,0.826530612244898,0.9489795918367347
80,0.8894472361809045,0.8442211055276382,0.9296482412060302,0.8673469387755102,0.7959183673469388,0.9285714285714286
90,0.864321608040201,0.8190954773869347,0.9095477386934674,0.8877551020408163,0.826530612244898,0.9489795918367347
100,0.8793969849246231,0.8341708542713567,0.9246231155778895,0.8877551020408163,0.8262755102040816,0.9489795918367347
110,0.8844221105527639,0.8391959798994975,0.9246231155778895,0.8979591836734694,0.8367346938775511,0.9492346938775509
